Jurisdiction,AbbreviatedDistrict,Full District Name,Type of Zoning District ,Is it an Overlay District?,1-Family,2-Family,3-Family,4+-Family,1-Family Min. Lot (ACRES),2-Family Min. Lot (ACRES),3-Family Min. Lot (ACRES),4+-Family Min. Lot (ACRES)
Somers,A-1,Residential A-1,Primarily Residential,No,Allowed/Conditional,Special Permit,Prohibited,Prohibited,0.918273645546372,1.86,,
Somers,B,Business,Mixed with Residential,No,Allowed/Conditional,Special Permit,Prohibited,Prohibited,0.46 (sewer); 0.92 (septic),0.918273645546372,,
Somers,Floodplain Overlay,Floodplain Overlay,No Residential,Yes,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Somers,I,Industrial,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Somers,PAR,Planned Amusement/ Recreation,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Somers,Residential A-2,Residential A-2,Primarily Residential,No,Allowed/Conditional,Special Permit,Prohibited,Prohibited,0.46 (sewer); 0.92 (septic),0.46 (sewer); 0.92 (septic),,
Somers,VB,Village Business,Mixed with Residential,No,Allowed/Conditional,Special Permit,Prohibited,Prohibited,0.46 (sewer); 0.92 (septic),0.918273645546372,,
South Windsor,A-20,A-20 Residential,Primarily Residential,No,Allowed/Conditional,Special Permit,Prohibited,Prohibited,0.46,,,
South Windsor,A-30,A-30 Residential,Primarily Residential,No,Allowed/Conditional,Special Permit,Prohibited,Prohibited,0.69,,,
South Windsor,A-40,A-40 Residential,Primarily Residential,No,Allowed/Conditional,Special Permit,Prohibited,Prohibited,0.94,,,
South Windsor,AA-30,AA-30 Limited Residential,Primarily Residential,No,Allowed/Conditional,Special Permit,Prohibited,Prohibited,0.69,,,
South Windsor,CCOZ,City Center Overlay,Mixed with Residential,Yes,Prohibited,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,
South Windsor,CD,I-291 Corridor Development,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
South Windsor,CNOZ,South Windsor Center North,Mixed with Residential,Yes,Prohibited,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,
South Windsor,DA-15,Designed Residence A-15 ,Primarily Residential,No,Special Permit,Special Permit,Prohibited,Prohibited,,,,
South Windsor,DC,Design Commercial,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
South Windsor,DRZ,Designed Residence,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,,,,
South Windsor,GC,General Commercial,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.69,,,
South Windsor,GD,Gateway Development,Mixed with Residential,No,Prohibited,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,3,,,
South Windsor,I,Industrial,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,,,,
South Windsor,MF-A,Multifamily A,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,
South Windsor,MF-AA,Multifamily AA,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,
South Windsor,R5NOZ,Route 5 North Overlay,Mixed with Residential,Yes,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,
South Windsor,RC,Restricted Commercial,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,,,,
South Windsor,RO,Restricted Office,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
South Windsor,RR,Rural Residential,Primarily Residential,No,Allowed/Conditional,Special Permit,Prohibited,Prohibited,,,,
South Windsor,RROZ,RR/I-291 Rural Residential Overlay,Mixed with Residential,Yes,Allowed/Conditional,Prohibited,Prohibited,Prohibited,,,,
South Windsor,TS,Route 5 Travel Services,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Southbury,AP-1,Aquifer Protection 1,Mixed with Residential,Yes,Overlay,Overlay,Overlay,Overlay,,,,
Southbury,AP-2,Aquifer Protection 2 ,Mixed with Residential,Yes,Overlay,Overlay,Overlay,Overlay,,,,
Southbury,B-1A,Business 1A ,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.9183,,,
Southbury,B-1B,Business 1B ,Mixed with Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,1.3774,1.3774,1.3774,1.3774
Southbury,B-2,Business 2 ,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.9183,,,
Southbury,B-2A,Business 2A,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.9183,,,
Southbury,B-2B,Business 2B ,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.9183,,,
Southbury,B-2C,Business 2C,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.9183,,,
Southbury,B-2D,Businesss 2D,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.9183,,,
Southbury,B-2F,Business 2F,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,1.8365,,,
Southbury,B-3,Designed Business 3,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.9183,,,
Southbury,B-3B,Designed Business 3B,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,2,,,
Southbury,B-3C,Designed Business 3C,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.9183,,,
Southbury,B-3D,Designed Business 3D ,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Southbury,B-4,Marine Business 4,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.9183,,,
Southbury,B2E,Business 2E,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.9183,,,
Southbury,M-2,Industrial M-2 ,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,2,,,
Southbury,M-2A,Industrial M-2A ,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,2,,,
Southbury,M-5,Industrial M-5 ,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,4,,,
Southbury,PDD#,Planned Development ,Primarily Residential,Yes,Prohibited,Special Permit,Special Permit,Special Permit,,5,5,5
Southbury,PUD,Public Utility ,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,5,,,
Southbury,R-20,Residential R-20 ,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.4591,,,
Southbury,R-30,Residential R-30 ,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.6887,1.21,,
Southbury,R-30A,Residential R-30A ,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Special Permit,Special Permit,0.6887,1.21,5,5
Southbury,R-60,Residential R-60 ,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,1.3774,2.41,,
Southbury,R-60C,Residential/Corporate Park R-60C ,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,1.3774,2.41,,
Southbury,R-80,Residential R-80 ,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,1.8365,3.21,,
Southington,AP,Aquifer Protection,Mixed with Residential,Yes,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,
Southington,B,Business ,Mixed with Residential,No,Prohibited,Prohibited,Special Permit,Special Permit,,,1.84,1.83
Southington,CB,Central Business ,Mixed with Residential,No,Special Permit,Special Permit,Special Permit,Special Permit,0.68,0.68,0.68,0.68
Southington,HOD,Housing Opportunity ,Primarily Residential,Yes,Prohibited,Prohibited,Allowed/Conditional,Allowed/Conditional,,,30,30
Southington,I-1,I-1 Industrial ,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Southington,I-2,I-2 Industrial ,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Southington,R-12,R-12 Residential,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Special Permit,Special Permit,0.28,0.28,1.84,
Southington,R-12L,R-12L Residential,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.52,0.28,,
Southington,R-20/25,R-20/25 Residential,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.52,,,
Southington,R-40,R-40 Residential,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.92,,,
Southington,R-80,R-80 Residential,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,1.8,,,
Southington,R-HD,Residential High Density ,Primarily Residential,Yes,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Special Permit,0.18,0.28,0.18,1.37
Southington,RO,Residential-Office ,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Special Permit,Special Permit,0.28,0.28,1.84,
Southington,WSB,West Street Business,Mixed with Residential,No,Special Permit,Special Permit,Special Permit,Special Permit,,,,2.5
Sprague,BD,Baltic Economic Development ,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Special Permit,Special Permit,0.46 if served by public sewer system; 0.92 if not,,,
Sprague,BV,Baltic Village ,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Special Permit,Special Permit,0.17 if served by public sewer system; 0.92 if not,,,
Sprague,HV,Hanover Village ,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Special Permit,0.46 if served by public sewer system; 0.92 if not,,,
Sprague,I,Industrial ,Mixed with Residential,No,Prohibited,Prohibited,Prohibited,Special Permit,,,,
Sprague,R-120,R-120 Natural Resource Protection ,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,2.75,,,
Sprague,R-80,R-80 Rural ,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Special Permit,1.84,,,
Sprague,VV,Versailles Village ,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Special Permit,Special Permit,0.46 if served by public sewer system; 0.92 if not,,,
Sprague,Watercourse Focus Area Overlay,Watercourse Focus Area Overlay,Mixed with Residential,Yes,Overlay,Overlay,Overlay,Overlay,,,,
Stafford,A ,Single Family A,Primarily Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,0.34,5,5,5
Stafford,AA,Single Family AA,Primarily Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,1,5,5,5
Stafford,AAA,Rural & Single Family Residence AAA,Primarily Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,2,5,5,5
Stafford,B,General Residence B,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Special Permit,Special Permit,0.92,,0.92,0.92
Stafford,C,General Residence C,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,1,,1,1
Stafford,CB,Central Business ,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Stafford,HB,Highway Business ,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Stafford,HI,Highway Industrial ,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Stafford,IN,Industrial ,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Stafford,LB,Local Business ,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Stafford,OS,Open Space ,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Stafford,WL,Work/Live Floating ,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Stafford,WM,Water Management ,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,2,,,
Stamford,ARD-D,Architectural Review Designed ,Mixed with Residential,Yes,Special Permit,Special Permit,Special Permit,Special Permit,,,,
Stamford,BD,Designed Business,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Stamford,C-B,Community Business ,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.11,0.11,0.11,0.11
Stamford,C-D,Designed Commercial ,No Residential,Yes,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Stamford,C-G,General Commercial ,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.11,0.11,0.11,0.11
Stamford,C-I,Intermediate Commercial ,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.09,0.09,0.09,0.09
Stamford,C-L,Limited Business ,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.09,0.09,0.09,0.09
Stamford,C-N,Neighborhood Business ,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.11,0.11,0.11,0.11
Stamford,C-WD,Coastal Water Dependent ,Mixed with Residential,No,Prohibited,Prohibited,Prohibited,Special Permit,,,,0.09
Stamford,CC-N,Center City North,Mixed with Residential,No,Prohibited,Prohibited,Allowed/Conditional,Allowed/Conditional,,,0.09,0.09
Stamford,CC-S,Center City South,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Stamford,CSC-D,Designed Community Shopping Center ,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Stamford,DW-D,Designed Waterfront Development ,Mixed with Residential,Yes,Prohibited,Special Permit,Special Permit,Special Permit,,0.23,0.23,0.23
Stamford,HCDD,Hospital Complex Design ,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Stamford,HT-D,Designed High-Technology ,No Residential,Yes,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Stamford,IP-D,Designed Industrial Park ,No Residential,Yes,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Stamford,M-D,Designed Industrial ,No Residential,Yes,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Stamford,M-G,General Industrial,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Stamford,M-L,Light Industrial,Mixed with Residential,No,Prohibited,Prohibited,Prohibited,Special Permit,,,,0.09
Stamford,MRD-D,Designed Mill River ,Primarily Residential,Yes,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,
Stamford,MX-D,Mixed Use Development ,Primarily Residential,Yes,Prohibited,Special Permit,Special Permit,Special Permit,,2,2,2
Stamford,NX-D,Neighborhood Mixed Use Design,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.11,0.11,0.14,0.14
Stamford,P,Park ,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Stamford,P-D,Planned Development ,Primarily Residential,Yes,Prohibited,Prohibited,Allowed/Conditional,Allowed/Conditional,,,0.69,0.69
Stamford,R-10,RA-10 One Family Residence ,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Special Permit,0.23,,,
Stamford,R-20,RA-20 One Family Residence ,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.46,,,
Stamford,R-5,R-5 Multiple Family Medium Density Design ,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.11,0.14,0.21,0.21
Stamford,R-6,R-6 One Family Two Family Residence ,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.11,0.14,,
Stamford,R-7 1/2,R-7-1/2 One Family Residence ,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Special Permit,0.17,,,
Stamford,R-D,Designed Residence ,Primarily Residential,Yes,Special Permit,Special Permit,Special Permit,Prohibited,"25 in RA-3, 15 in RA-2, 10 in RA-1, 8 in R-20 or R-10","25 in RA-3, 15 in RA-2, 10 in RA-1, 8 in R-20 or R-10","25 in RA-3, 15 in RA-2, 10 in RA-1, 8 in R-20 or R-10",
Stamford,R-H,Multiple Family Design High Density ,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.11,0.11,0.11,0.11
Stamford,R-MF,Multiple Family Residence Design ,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.11,0.11,0.11,0.11
Stamford,RA-1,RA-1 One Family Residence ,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,1,,,
Stamford,RA-2,RA-2 One Family Residence ,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,2,,,
Stamford,RA-3,RA-3 One Family Residence ,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,3,,,
Stamford,RM-1,RM-1 Multiple Family Low Density Design ,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.11,0.11,0.11,0.11
Stamford,SRD-N,South End Redevelopment North ,Mixed with Residential,Yes,Special Permit,Special Permit,Special Permit,Special Permit,,,,20
Stamford,SRD-S,South End Redevelopment South ,Mixed with Residential,Yes,Special Permit,Special Permit,Special Permit,Special Permit,0.5,0.5,0.5,20
Stamford,TCD-D,Designed Transportation Center ,Mixed with Residential,Yes,Prohibited,Prohibited,Special Permit,Special Permit,,,1.5,1.5
Stamford,VC,Village Commercial ,Mixed with Residential,No,Prohibited,Prohibited,Prohibited,Special Permit,,,,0.11
Sterling,Primary Zoning,Primary Zoning,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,2,1.37,,
Stonington,AHD,Agricultural Heritage ,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,
Stonington,CS 5,Convenience Shopping ,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Prohibited,0.23,0.46,0.69,
Stonington,DB 5,Development Area ,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Prohibited,0.23,0.46,0.69,
Stonington,GB 130,Greenbelt Residential ,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,2.98,5.96,,
Stonington,GC 60,General Commercial ,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,1.38,2.75,,
Stonington,GDD,Groundwater Protection Overlay ,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,
Stonington,HI,Highway Interchange ,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Stonington,HM,Heritage Mill,Mixed with Residential,No,Prohibited,Prohibited,Prohibited,Special Permit,,,,
Stonington,IHRD,Industrial Heritage Reuse,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,
Stonington,LI 130,Light Industry ,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Stonington,LS 5,Local Shopping,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Prohibited,0.23,0.46,0.69,
Stonington,M 1,Manufacturing ,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Stonington,MC 80,Marine Commercial ,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,1.84,,,
Stonington,MHD,Maritime Heritage ,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Stonington,NDD 1,Neighborhood Development ,Mixed with Residential,No,Prohibited,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,
Stonington,PV 5,Pawcatuck Village,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.11,,,
Stonington,RA 15,Residential Single Family RA-15 ,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.34,0.68,,
Stonington,RA 20,Residential Single Family RA-20,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.46,0.92,,
Stonington,RA 40,Residential Low Density RA-40,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.92,1.84,,
Stonington,RC 120,Residential Coastal ,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,2.75,5.5,,
Stonington,RH 10,Residental High Density ,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.23,0.46,,
Stonington,RM 15,Residential Moderate Density RM-15,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.34,0.68,,
Stonington,RM 20,Residental Moderate Density RM-20,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.46,0.92,,
Stonington,RR 80,Rural Residential ,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,1.84,3.68,,
Stonington,TC 80,Tourist Commercial ,Mixed with Residential,No,Special Permit,Prohibited,Prohibited,Prohibited,1.84,,,
Stonington-Borough,PAD,Planned Area Development,Mixed with Residential,Yes,Allowed/Conditional,Special Permit,Special Permit,Special Permit,0.46,,,
Stonington-Borough,PC,Planned Commercial,Mixed with Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,0.14,0.23,,
Stonington-Borough,PI,Planned Industrial,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Stonington-Borough,PMFH,Planned Multifamily Housing,Primarily Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,0.92,,,
Stonington-Borough,PW,Planned Waterfront,Mixed with Residential,No,Prohibited,Special Permit,Special Permit,Special Permit,,0.23,,
Stonington-Borough,R,Residence,Primarily Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,0.23,0.23,,
Stonington-Borough,R-1 ,Residential One,Primarily Residential,No,Allowed/Conditional,Special Permit,Prohibited,Prohibited,0.14,0.28,,
Stonington-Borough,R-2 ,Residential Two,Primarily Residential,No,Allowed/Conditional,Special Permit,Prohibited,Prohibited,0.08,0.16,,
Stonington-Borough,RL ,Reserved Land,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Stonington-Borough,RP ,Residential Preservation,Primarily Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,0.18,0.23,,
Stonington-Borough,RR,Rural Residence,Primarily Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,0.46,0.23,,
Stratford,ADD,Airport Development,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Stratford,CA,CA Retail Commercial ,Mixed with Residential,No,Allowed/Conditional,Prohibited,Special Permit,Special Permit,0.17,,0.26,0.34
Stratford,CC,Heavy Commercial ,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Stratford,CF,CF Retail Commerical ,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Stratford,CNC,CNC Retail Commercial ,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Stratford,HOD ,Housing Opportunity ,Primarily Residential,No,Special Permit,Prohibited,Prohibited,Prohibited,,,,
Stratford,LB,Limited Business Civic Center ,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Special Permit,0.21,,,0.34
Stratford,LBB,LBB Limited Business ,Mixed with Residential,No,Special Permit,Prohibited,Prohibited,Special Permit,0.17,,,0.17
Stratford,MA,Light Industrial ,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Stratford,MB,General Industrial ,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Stratford,MC,Coastal Industrial ,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Stratford,OPD,Office Park ,No Residential,Yes,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Stratford,RCD,Resource Conservation,No Residential,Yes,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Stratford,RM-1,Multifamily Residence ,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Special Permit,0.17,0.23,,0.17
Stratford,RS-1,RS-1 One Family Residence ,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Special Permit,0.92,,,0.69
Stratford,RS-2,RS-2 One Family Residence ,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Special Permit,0.46,,,0.69
Stratford,RS-3,RS-3 One Family Residence ,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Special Permit,0.23,,,0.69
Stratford,RS-4,RS-4 One Family Residence ,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Special Permit,0.17,,,0.69
Stratford,RUNWAY ZON,Runway,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Stratford,TOD ,Transit-Oriented Development,Mixed with Residential,Yes,Overlay,Overlay,Overlay,Overlay,,,,
Stratford,WF,Waterfront Business ,Mixed with Residential,No,Prohibited,Prohibited,Prohibited,Special Permit,,,,2.87
Suffield,FP,Floodplain,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,5,,,
Suffield,HOD,Housing Opportunity ,Primarily Residential,No,Prohibited,Prohibited,Special Permit,Special Permit,,,25,25
Suffield,I,Industrial,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Suffield,NC,Neighborhood Commercial,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Suffield,PDA,Planned Development Apartment ,Primarily Residential,No,Allowed/Conditional,Prohibited,Special Permit,Special Permit,10,,10,10
Suffield,PDIP,Planned Development Industrial Park,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Suffield,R-11,R-11 Single Family Residential,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.252525252525252,,,
Suffield,R-15,R-15 Single Family Residential,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.344352617079889,,,
Suffield,R-20,R-20 Single Family Residential,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.459136822773186,,,
Suffield,R-25,R-25 Single Family Residential,Primarily Residential,No,Allowed/Conditional,Special Permit,Prohibited,Prohibited,0.573921028466483,,,
Suffield,R-45,R-45 Single Family Residential,Primarily Residential,No,Allowed/Conditional,Special Permit,Prohibited,Prohibited,1.03305785123966,1.03305785123966,,
Suffield,R-90,R-90 Single Family Residential ,Primarily Residential,No,Allowed/Conditional,Special Permit,Prohibited,Prohibited,2.06611570247933,2.06611570247933,,
Suffield,TCVD,Town Center Village ,Mixed with Residential,No,Prohibited,Special Permit,Special Permit,Special Permit,,0.275482093663911,0.275482093663911,0.275482093663911
Suffield,WSCV,West Suffield Center Village ,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Thomaston,GC,General Commercial,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Thomaston,M-1,Manufacturing Light,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Thomaston,M-2,Manufacturing Heavy,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Thomaston,RA-15,RA-15 Residential,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Special Permit,0.34,,0.55,
Thomaston,RA-80,RA-80 Residential,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,1.84,,0.55,
Thomaston,RA-80A,RA-80A Residential,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,1.84,,0.55,
